"corr.det","sel.str","recomload"
0.75,0.1,-0.00011286667391841
0.777777777777778,0.1,-0.000136414486150704
0.805555555555556,0.1,-0.000160068731535512
0.833333333333333,0.1,-0.000180811853907004
0.861111111111111,0.1,-0.000194332513754558
0.888888888888889,0.1,-0.000195689848357827
0.916666666666667,0.1,-0.000180209648410146
0.944444444444444,0.1,-0.000144101788599693
0.972222222222222,0.1,-8.46320732427186e-05
1,0.1,0
0.75,0.155555555555556,-0.000266952340146231
0.777777777777778,0.155555555555556,-0.000308417510678338
0.805555555555556,0.155555555555556,-0.000341334514842639
0.833333333333333,0.155555555555556,-0.000360677684394628
0.861111111111111,0.155555555555556,-0.000361954707483125
0.888888888888889,0.155555555555556,-0.000341538304287292
0.916666666666667,0.155555555555556,-0.000296720287153662
0.944444444444444,0.155555555555556,-0.000225605206862656
0.972222222222222,0.155555555555556,-0.000126948746354105
1,0.155555555555556,0
0.75,0.211111111111111,-0.000444177056425188
0.777777777777778,0.211111111111111,-0.000492796824335229
0.805555555555556,0.211111111111111,-0.000523622266569879
0.833333333333333,0.211111111111111,-0.000532423465333776
0.861111111111111,0.211111111111111,-0.000516030143544732
0.888888888888889,0.211111111111111,-0.000472197158756904
0.916666666666667,0.211111111111111,-0.000399419548150814
0.944444444444444,0.211111111111111,-0.000296756856876468
0.972222222222222,0.211111111111111,-0.000163688129909967
1,0.211111111111111,0
0.75,0.266666666666667,-0.000620944600838835
0.777777777777778,0.266666666666667,-0.000669554062221578
0.805555555555556,0.266666666666667,-0.000693158229402635
0.833333333333333,0.266666666666667,-0.000688691533649921
0.861111111111111,0.266666666666667,-0.000654094639754299
0.888888888888889,0.266666666666667,-0.000588064890497897
0.916666666666667,0.266666666666667,-0.000489853294912024
0.944444444444444,0.266666666666667,-0.000359111108275023
0.972222222222222,0.266666666666667,-0.000195777744458447
1,0.266666666666667,0
0.75,0.322222222222222,-0.000788208083405739
0.777777777777778,0.322222222222222,-0.000833145399687263
0.805555555555556,0.322222222222222,-0.000847560467629238
0.833333333333333,0.322222222222222,-0.000829379187261337
0.861111111111111,0.322222222222222,-0.000777373807775428
0.888888888888889,0.322222222222222,-0.000690911087155355
0.916666666666667,0.322222222222222,-0.000569773300127641
0.944444444444444,0.322222222222222,-0.000414033484473664
0.972222222222222,0.322222222222222,-0.000223968792371632
1,0.322222222222222,0
0.75,0.377777777777778,-0.000943294337638068
0.777777777777778,0.377777777777778,-0.000982773952110993
0.805555555555556,0.377777777777778,-0.000987393150161608
0.833333333333333,0.377777777777778,-0.000955870500426781
0.861111111111111,0.377777777777778,-0.000887614952104321
0.888888888888889,0.377777777777778,-0.000782500007033726
0.916666666666667,0.377777777777778,-0.000640712956451628
0.944444444444444,0.377777777777778,-0.000462654074515401
0.972222222222222,0.377777777777778,-0.000248868567084171
1,0.377777777777778,0
0.75,0.433333333333333,-0.00108595419594448
0.777777777777778,0.433333333333333,-0.00111914678800307
0.805555555555556,0.433333333333333,-0.00111396920699414
0.833333333333333,0.433333333333333,-0.00106977845174561
0.861111111111111,0.433333333333333,-0.000986489323600459
0.888888888888889,0.433333333333333,-0.000864378841655578
0.916666666666667,0.433333333333333,-0.000703960392838043
0.944444444444444,0.433333333333333,-0.000505901791721608
0.972222222222222,0.433333333333333,-0.000270971074404325
1,0.433333333333333,0
0.75,0.488888888888889,-0.00121683419550545
0.777777777777778,0.488888888888889,-0.00124341222036095
0.805555555555556,0.488888888888889,-0.00122871494909615
0.833333333333333,0.488888888888889,-0.00117262429535359
0.861111111111111,0.488888888888889,-0.00107547028103161
0.888888888888889,0.488888888888889,-0.000937863391214599
0.916666666666667,0.488888888888889,-0.000760589429330105
0.944444444444444,0.488888888888889,-0.000544542444338547
0.972222222222222,0.488888888888889,-0.00029068113889974
1,0.488888888888889,0
0.75,0.544444444444444,-0.00133688010065469
0.777777777777778,0.544444444444444,-0.0013567881970048
0.805555555555556,0.544444444444444,-0.00133297373997454
0.833333333333333,0.544444444444444,-0.0012657593941553
0.861111111111111,0.544444444444444,-0.00115582500467204
0.888888888888889,0.544444444444444,-0.00100406418661936
0.916666666666667,0.544444444444444,-0.000811496205708973
0.944444444444444,0.544444444444444,-0.00057921079443346
0.972222222222222,0.544444444444444,-0.000308332936920008
1,0.544444444444444,0
0.75,0.6,-0.00144709595310977
0.777777777777778,0.6,-0.00146042932412449
0.805555555555556,0.6,-0.00142795039844634
0.833333333333333,0.6,-0.00135035881231704
0.861111111111111,0.6,-0.0012286352022044
0.888888888888889,0.6,-0.00106391842548348
0.916666666666667,0.6,-0.000857431508304307
0.944444444444444,0.6,-0.000610436141440962
0.972222222222222,0.6,-0.000324204251099802
1,0.6,0
