"dom.fac","sel.str","dev"
0,0.1,-0.0038256694544756
0.111111111111111,0.1,-0.00383925265064333
0.222222222222222,0.1,-0.00385269274658895
0.333333333333333,0.1,-0.00389115262847184
0.444444444444444,0.1,-0.00402976962089419
0.555555555555556,0.1,-0.00428316322020739
0.666666666666667,0.1,-0.00459291836616527
0.777777777777778,0.1,-0.00492578201369565
0.888888888888889,0.1,-0.00526836821239318
1,0.1,-0.00561473423170578
0,0.155555555555556,-0.00421310387948537
0.111111111111111,0.155555555555556,-0.00423563517912484
0.222222222222222,0.155555555555556,-0.00425510596570211
0.333333333333333,0.155555555555556,-0.00432552992529989
0.444444444444444,0.155555555555556,-0.00460708604074633
0.555555555555556,0.155555555555556,-0.00506066960628582
0.666666666666667,0.155555555555556,-0.00556959404728274
0.777777777777778,0.155555555555556,-0.00609415898711108
0.888888888888889,0.155555555555556,-0.00662137494155812
1,0.155555555555556,-0.00714602393645736
0,0.211111111111111,-0.00457136155839144
0.111111111111111,0.211111111111111,-0.00460402585946085
0.222222222222222,0.211111111111111,-0.00462821704676908
0.333333333333333,0.211111111111111,-0.00473271230567951
0.444444444444444,0.211111111111111,-0.00517437358829631
0.555555555555556,0.211111111111111,-0.00582297795998454
0.666666666666667,0.211111111111111,-0.00651804599675887
0.777777777777778,0.211111111111111,-0.00721938218825946
0.888888888888889,0.211111111111111,-0.0079152628628979
1,0.211111111111111,-0.00860140962385259
0,0.266666666666667,-0.00490499845163095
0.111111111111111,0.266666666666667,-0.00494905964920489
0.222222222222222,0.266666666666667,-0.00497735060740456
0.333333333333333,0.266666666666667,-0.00511896227563235
0.444444444444444,0.266666666666667,-0.00573087384352367
0.555555555555556,0.266666666666667,-0.00656682491380112
0.666666666666667,0.266666666666667,-0.00743689346850873
0.777777777777778,0.266666666666667,-0.00830282939450799
0.888888888888889,0.266666666666667,-0.00915453166389446
1,0.266666666666667,-0.00998884128880884
0,0.322222222222222,-0.00521747361596847
0.111111111111111,0.322222222222222,-0.00527405857135776
0.222222222222222,0.322222222222222,-0.00530607283133055
0.333333333333333,0.322222222222222,-0.00548879619180487
0.444444444444444,0.322222222222222,-0.00627689371159712
0.555555555555556,0.322222222222222,-0.00729232531257973
0.666666666666667,0.322222222222222,-0.00832774956534321
0.777777777777778,0.322222222222222,-0.00934801949045982
0.888888888888889,0.322222222222222,-0.0103448941664622
1,0.322222222222222,-0.0113165001094224
0,0.377777777777778,-0.00551156275570441
0.111111111111111,0.377777777777778,-0.00558160286257692
0.222222222222222,0.377777777777778,-0.00561699161113216
0.333333333333333,0.377777777777778,-0.00584560200557593
0.444444444444444,0.377777777777778,-0.00681293865012833
0.555555555555556,0.377777777777778,-0.00800038166482753
0.666666666666667,0.377777777777778,-0.00919273220055816
0.777777777777778,0.377777777777778,-0.0103585547558297
0.888888888888889,0.377777777777778,-0.011491656558846
1,0.377777777777778,-0.0125915952684069
0,0.433333333333333,-0.00578955677990489
0.111111111111111,0.433333333333333,-0.0058737858800465
0.222222222222222,0.433333333333333,-0.00591213228990028
0.333333333333333,0.433333333333333,-0.00619201125671853
0.444444444444444,0.433333333333333,-0.0073395441825751
0.555555555555556,0.433333333333333,-0.00869208521656739
0.666666666666667,0.433333333333333,-0.0100339460418924
0.777777777777778,0.433333333333333,-0.0113377473778541
0.888888888888889,0.433333333333333,-0.0125995001699366
1,0.433333333333333,-0.013820314842521
0,0.488888888888889,-0.00605337775662629
0.111111111111111,0.488888888888889,-0.006152348788241
0.222222222222222,0.488888888888889,-0.00619313024246426
0.333333333333333,0.488888888888889,-0.0065301048439399
0.444444444444444,0.488888888888889,-0.00785723331219024
0.555555555555556,0.488888888888889,-0.00936853634333856
0.666666666666667,0.488888888888889,-0.0108533503648451
0.777777777777778,0.488888888888889,-0.0122885589018064
0.888888888888889,0.488888888888889,-0.0136725051379627
1,0.488888888888889,-0.0150079494791672
0,0.544444444444444,-0.00630465627901655
0.111111111111111,0.544444444444444,-0.00641876279017906
0.222222222222222,0.544444444444444,-0.00646134074531124
0.333333333333333,0.544444444444444,-0.00686153519283039
0.444444444444444,0.544444444444444,-0.00836650418649088
0.555555555555556,0.544444444444444,-0.0100307841698433
0.666666666666667,0.544444444444444,-0.0116527297779487
0.777777777777778,0.544444444444444,-0.0132136156591135
0.888888888888889,0.544444444444444,-0.014714221444449
1,0.544444444444444,-0.0161590317357407
0,0.6,-0.00654478731048735
0.111111111111111,0.6,-0.00667428470230413
0.222222222222222,0.6,-0.00671790763943214
0.333333333333333,0.6,-0.0071876076086228
0.444444444444444,0.6,-0.00886782664726904
0.555555555555556,0.6,-0.0106798069058816
0.666666666666667,0.6,-0.0124336969088381
0.777777777777778,0.6,-0.01411524296001
0.888888888888889,0.6,-0.0157277432202768
1,0.6,-0.0172774599648391
